Docente;Día;Hueco;Módulo;Grupo;Aula;Tipo
ISSM;3ie;5;ELTEC;ELE202.1;C103;LEC
SGDR;3ie;5;ANEH;IMA201.1;C104;LEC
MRJR;3ie;5;MMEE;IMA201.2;C106;LEC
FCBJ;3ie;5;PRFB;IMA302.1;C110;LEC
MSJM;3ie;5;PRFB;IMA302.1;C110;LEC
RCCM;3ie;5;PIICT;ELE302.2;C200;LEC
PACRe;3ie;5;TPIT;ELE304.1;C201;LEC
MCCA;3ie;5;SPAU;ELE304.2;C202;LEC
LLPAd;3ie;5;INFIN;ELE303.1;C203;LEC
RGRa;3ie;5;FOLAB;ELE302.1;C204;LEC
MMBE;3ie;5;IDIST;ELE202.2;C205;LEC
AVMY;3ie;5;LMSGI;IFC301.1;C206;LEC
GBGU;3ie;5;SRINT;IFC301.2;C207;LEC
RFVM;3ie;5;BDATO;IFC303.1;C208;LEC
ZCJC;3ie;5;APOFM;IFC201.1;C209;LEC
LCAMa;3ie;5;EIEMP;IFC303.2;C210;LEC
SPMA;3ie;5;SEGIN;IFC201.2;C211;LEC
SGCA;3ie;5;PGMC;IMA302.2;C213;LEC
LLAC;3ie;5;PRSUP;TMV201.2;CAR1;LEC
LBAD;3ie;5;PRSB;TMV101.2;CAR1B;LEC
ABJL;3ie;5;ESTVH;TMV301.2;CAR2;LEC
ESIS;3ie;5;EFIJ;TMV201.1;CAR3;LEC
RRAN;3ie;5;EFIJ;TMV201.1;CAR3;LEC
GMFJa;3ie;5;MEVEB;TMV101.1B;ELV1;LEC
GMMA;3ie;5;SCAAR;TMV202.1;ELV3;LEC
RMJC;3ie;5;;;;G
FMCa;3ie;5;;;;G
SBAL;3ie;5;;;;G
MTSA;3ie;5;;;;G
CSD;3ie;5;;;;G
ARAN;3ie;5;;;;FCT
GAPA;3ie;5;;;;P.P.
AOJM;3ie;5;;;;P.P.
PZRu;3ie;5;;;;CHL
VACA;3ie;5;;;;P.P.
FPPA;3ie;5;;;;FCT
MAMo;3ie;5;;;;P.P.
DCAL;3ie;5;;;;FCT
GAAN;3ie;5;;;;RED
DEAl;3ie;5;;;;AAPM
HLOL;3ie;5;;;;P.P.
RPFJ;3ie;5;;;;P.P.
LFTE;3ie;5;;;;RED
MRMA;3ie;5;;;;P.P.
CGCR;3ie;5;;;;FCT
GCCR;3ie;5;;;;RED
GSJL;3ie;5;;;;P.P.
GRMAm;3ie;5;;;;P.P.
PGCA;3ie;5;;;;P.P.
AMMB;3ie;5;;;;AAPM
BLLMa;3ie;5;;;;RED
GSA;3ie;5;;;;RED
FMGE;3ie;5;;;;FCT
GSGE;3ie;5;;;;P.P.
AAIg;3ie;5;;;;RED
GIMM;3ie;5;;;;TOR
GLLN;3ie;5;;;;AAPM
RMVa;3ie;6;ESTMP;IMP202.1;A01;LEC
PMAT;3ie;6;MQFB;IMP101.2;A02;LEC
MRMA;3ie;6;FOLAB;ELE303.1;A10;LEC
MTSA;3ie;6;COPE;IMP203.1;A11;LEC
TRJ;3ie;6;CIA1;TMV101.1A;A13;LEC
MBMS;3ie;6;CIA1;TMV101.1A;A13;LEC
CAMP;3ie;6;ANCA;IMP203.2;A30;LEC
RGRa;3ie;6;EIEMP;ELE304.2;A31;LEC
SBAL;3ie;6;EAFNS;TMV301.1;A34;LEC
GRD;3ie;6;EAFNS;TMV301.1;A34;LEC
RMJC;3ie;6;SAXMO;TMV202.2;A35;LEC
LARO;3ie;6;TBMB;QUI201.2;A40;LEC
RBCR;3ie;6;MOUL;QUI201.1;A41;LEC
CAE;3ie;6;DMDV;IMP202.2;B01;LEC
CGCR;3ie;6;LCFB;IMP101.1;B03;LEC
AFE;3ie;6;TIINF;ADG201.1;B10;LEC
LALU;3ie;6;OARHU;ADG201.2;B11;LEC
GLYo;3ie;6;CONFI;ADG301.2;B20;LEC
NRMP;3ie;6;FOLAB;ADG301.1;B21;LEC
CMIS;3ie;6;SAPRO;FME203.2;C000 b;LEC
GRMAm;3ie;6;EMINF;ELE203.1;C101;LEC
GQJL;3ie;6;IDOMO;ELE203.2;C102;LEC
ISSM;3ie;6;ELTEC;ELE202.1;C103;LEC
SGDR;3ie;6;ANEH;IMA201.1;C104;LEC
MRJR;3ie;6;MMEE;IMA201.2;C106;LEC
BLLMa;3ie;6;FOLAB;FME203.1;C107;LEC
RCCM;3ie;6;PIICT;ELE302.2;C200;LEC
PACRe;3ie;6;TPIT;ELE304.1;C201;LEC
DEAl;3ie;6;SEEFM;IMA302.1;C203;LEC
CSD;3ie;6;DTIEL;ELE302.1;C204;LEC
MMBE;3ie;6;IDIST;ELE202.2;C205;LEC
AVMY;3ie;6;LMSGI;IFC301.1;C206;LEC
GBGU;3ie;6;SRINT;IFC301.2;C207;LEC
FMCa;3ie;6;ENDES;IFC303.1;C208;LEC
ZCJC;3ie;6;APOFM;IFC201.1;C209;LEC
LCAMa;3ie;6;EIEMP;IFC303.2;C210;LEC
SPMA;3ie;6;SEGIN;IFC201.2;C211;LEC
SGCA;3ie;6;PGMC;IMA302.2;C213;LEC
LLAC;3ie;6;PRSUP;TMV201.2;CAR1;LEC
LBAD;3ie;6;PRSB;TMV101.2;CAR1B;LEC
ABJL;3ie;6;ESTVH;TMV301.2;CAR2;LEC
ESIS;3ie;6;EFIJ;TMV201.1;CAR3;LEC
RRAN;3ie;6;EFIJ;TMV201.1;CAR3;LEC
GMFJa;3ie;6;MEYS;TMV101.1B;ELV1;LEC
GMMA;3ie;6;SCAAR;TMV202.1;ELV3;LEC
PAMCo;3ie;6;;;;G
FPPA;3ie;6;;;;G
MAMo;3ie;6;;;;G
LSMM;3ie;6;;;;G
GAPA;3ie;6;;;;RED
MCCA;3ie;6;;;;RED
RPFJ;3ie;6;;;;RED
FPLU;3ie;6;;;;CHL
LLPAd;3ie;6;;;;RED
AMMB;3ie;6;;;;RED
RZSU;3ie;6;;;;P.P.
MSJM;3ie;6;;;;P.P.
FMGE;3ie;6;;;;FCT
BBNO;3ie;6;;;;PDIG
PBA;3ie;6;;;;RED
GIMM;3ie;6;;;;RED
GLLN;3ie;6;;;;RED
GRMA;3ie;8;FOLAB;QUI301.1V;a10 v;LEC
PGEl;3ie;8;FOLAB;FME202.1V;a12v;LEC
FOMB;3ie;8;CASLB;QUI301.2V;a30v;LEC
ALAN;3ie;8;PUMCM;FME301.2V;c000 b v;LEC
MAJM;3ie;8;TPIDA;ELE302.2 V;c102 v;LEC
GGSE;3ie;8;SHNE;IMA302.1V;c104 v;LEC
CAL;3ie;8;PSAFM;FME301.1V;c105 v;LEC
PGM;3ie;8;FABRA;FME202.2V;c110 v;LEC
FRRa;3ie;8;ISAI;ELE303.2V;c204 v;LEC
MMD;3ie;8;SMRG;ELE303.1V;c205v;LEC
ARMT;3ie;8;GBDAT;IFC301.1V;c206 v;LEC
AMLM;3ie;8;ASOPE;IFC301.2V;c207 v;LEC
RZAM;3ie;8;LEUPR;IFC302.1V;c208 v;LEC
ISYO;3ie;8;DWESE;IFC303.2-D;C209;LEC
DFME;3ie;8;DEDI;IFC302.2V;c210v;LEC
HFP;3ie;8;NORCIB;IFC401;c211v;LEC
HRMA;3ie;8;CSME;IMA302.2V;c213 v;LEC
TCJM;3ie;8;LMSGI;IFC302.1-D;;LEC
SGSU;3ie;8;;;;G
BPJD;3ie;8;;;;NNTT
MDAn;3ie;8;;;;FCT
FAMJ;3ie;8;;;;FCT
LLLM;3ie;8;;;;P.P.
GRMA;3ie;9;FOLAB;QUI301.1V;a10 v;LEC
GMJO;3ie;9;PRMEC;FME202.1V;a30v;LEC
FOMB;3ie;9;EBIOT;QUI301.2V;a40v;LEC
FOMB;3ie;9;EBIOT;QUI301.2V;A50;LEC
ALAN;3ie;9;PUMCM;FME301.2V;c000 b v;LEC
MAJM;3ie;9;TPIDA;ELE302.2 V;c102 v;LEC
GGSE;3ie;9;SHNE;IMA302.1V;c104 v;LEC
CAL;3ie;9;PSAFM;FME301.1V;c105 v;LEC
PGM;3ie;9;FABRA;FME202.2V;c110 v;LEC
FRRa;3ie;9;ISAI;ELE303.2V;c204 v;LEC
MMD;3ie;9;SMRG;ELE303.1V;c205v;LEC
ARMT;3ie;9;GBDAT;IFC301.1V;c206 v;LEC
AMLM;3ie;9;ASOPE;IFC301.2V;c207 v;LEC
RZAM;3ie;9;LEUPR;IFC302.1V;c208 v;LEC
ISYO;3ie;9;DWESE;IFC303.2-D;C209;LEC
DFME;3ie;9;DEDI;IFC302.2V;c210v;LEC
HFP;3ie;9;NORCIB;IFC401;c211v;LEC
HRMA;3ie;9;CSME;IMA302.2V;c213 v;LEC
TCJM;3ie;9;LMSGI;IFC302.1-D;;LEC
ABJa;3ie;9;;;;G
RMDI;3ie;9;;;;G
BPJD;3ie;9;;;;NNTT
MDAn;3ie;9;;;;FCT
MGI;3ie;9;;;;P.P.
JCSA;3ie;9;;;;P.P.
CAJC;3ie;9;;;;AAPM
MCRP;3ie;9;;;;P.P.
SGSU;3ie;9;;;;P.P.
PGEl;3ie;9;;;;AAPM
FAMJ;3ie;9;;;;FCT
MMGE;3ie;9;;;;RED
DPAV;3ie;9;;;;CHL
LLLM;3ie;9;;;;JD
PGEl;3ie;10;EIEMP;IMA302.2V;a10 v;LEC
BMAIs;3ie;10;LEUPR;IMA302.1V;a11v;LEC
GMJO;3ie;10;PRMEC;FME202.1V;a30v;LEC
FOMB;3ie;10;EBIOT;QUI301.2V;a40v;LEC
MGI;3ie;10;MPMUE;QUI301.1V;a41v;LEC
FOMB;3ie;10;EBIOT;QUI301.2V;A50;LEC
ALAN;3ie;10;PUMCM;FME301.2V;c000 b v;LEC
MAJM;3ie;10;TPIDA;ELE302.2 V;c102 v;LEC
SGSU;3ie;10;RGFME;FME301.1V;c104 v;LEC
HRMA;3ie;10;RGFME;FME301.1V;c104 v;LEC
PGM;3ie;10;FABRA;FME202.2V;c110 v;LEC
RZAM;3ie;10;LEUPR;ELE303.1V;c203 v;LEC
MMD;3ie;10;PARI;ELE303.2V;c204 v;LEC
LLLM;3ie;10;PARDS;IFC301.1V;c206 v;LEC
ARMT;3ie;10;IAWEB;IFC301.2V;c207 v;LEC
CAJC;3ie;10;BDATO;IFC302.1V;c208 v;LEC
ISYO;3ie;10;DWESE;IFC303.2-D;C209;LEC
DFME;3ie;10;DEDI;IFC302.2V;c210v;LEC
BPJD;3ie;10;PUPRSE;IFC401;c211v;LEC
RMDI;3ie;10;AAD;IFC302.2-D;;LEC
GRMA;3ie;10;;;;G
MCRP;3ie;10;;;;G
AMLM;3ie;10;;;;G
MDAn;3ie;10;;;;FCT
FRRa;3ie;10;;;;P.P.
TCJM;3ie;10;;;;P.P.
HFP;3ie;10;;;;P.P.
ABJa;3ie;10;;;;P.P.
JCSA;3ie;10;;;;P.P.
THAC;3ie;10;;;;P.P.
GGSE;3ie;10;;;;P.P.
CAL;3ie;10;;;;AAPM
FAMJ;3ie;10;;;;FCT
MMGE;3ie;10;;;;P.P.
DGFA;3ie;10;;;;RED
DPAV;3ie;10;;;;FCT
PGEl;3ie;11;EIEMP;IMA302.2V;a10 v;LEC
MMGE;3ie;11;EIEMP;ELE303.2V;a11v;LEC
THAC;3ie;11;AINST;QUI301.2V;a40v;LEC
MGI;3ie;11;MPMUE;QUI301.1V;a41v;LEC
ALAN;3ie;11;PYCME;FME301.2V;c000 b v;LEC
MCRP;3ie;11;IDSC;ELE402;c101 v;LEC
SGSU;3ie;11;RGFME;FME301.1V;c104 v;LEC
CAL;3ie;11;SAUTO;FME202.1V;c105 v;LEC
PGM;3ie;11;PRFB;IMA302.1V;c110 v;LEC
GRMA;3ie;11;EIEMP;ELE302.2 V;c203 v;LEC
DPAV;3ie;11;SPOT;ELE303.1V;c205v;LEC
LLLM;3ie;11;PARDS;IFC301.1V;c206 v;LEC
ARMT;3ie;11;IAWEB;IFC301.2V;c207 v;LEC
CAJC;3ie;11;BDATO;IFC302.1V;c208 v;LEC
TCJM;3ie;11;BDATO;IFC303.1-D;C209;LEC
RMDI;3ie;11;AAD;IFC302.2V;c210v;LEC
MDAn;3ie;11;ANFOIN;IFC401;c211v;LEC
GGSE;3ie;11;MCNUM;FME202.2V;c213 v;LEC
ABJa;3ie;11;DEDI;IFC302.2-D;;LEC
DFME;3ie;11;;;;G
MMD;3ie;11;;;;G
AMLM;3ie;11;;;;G
BPJD;3ie;11;;;;RED
FRRa;3ie;11;;;;P.P.
RZAM;3ie;11;;;;RED
HRMA;3ie;11;;;;P.P.
HFP;3ie;11;;;;P.P.
JCSA;3ie;11;;;;P.P.
FOMB;3ie;11;;;;FCT
GMJO;3ie;11;;;;AAPM
BMAIs;3ie;11;;;;RED
FAMJ;3ie;11;;;;RED
DGFA;3ie;11;;;;P.P.
MAJM;3ie;11;;;;AAPM
ISYO;3ie;11;;;;RED
BMAIs;3ie;12;LEUPR;FME301.1V;a11v;LEC
PGEl;3ie;12;EIEMP;FME301.2V;a30v;LEC
THAC;3ie;12;AINST;QUI301.2V;a40v;LEC
MGI;3ie;12;MPMUE;QUI301.1V;a41v;LEC
MCRP;3ie;12;IDSC;ELE402;c101 v;LEC
DGFA;3ie;12;SSMC;IMA302.2V;c104 v;LEC
CAL;3ie;12;SAUTO;FME202.1V;c105 v;LEC
PGM;3ie;12;PRFB;IMA302.1V;c110 v;LEC
MAJM;3ie;12;PIICT;ELE302.2 V;c200 v;LEC
MMD;3ie;12;COIND;ELE303.2V;c204 v;LEC
DPAV;3ie;12;SPOT;ELE303.1V;c205v;LEC
GSJL;3ie;12;IMSOP;IFC301.1V;c206 v;LEC
CAJC;3ie;12;SRINT;IFC301.2V;c207 v;LEC
ARMT;3ie;12;PROGR;IFC302.1V;c208 v;LEC
TCJM;3ie;12;BDATO;IFC303.1-D;C209;LEC
RMDI;3ie;12;AAD;IFC302.2V;c210v;LEC
MDAn;3ie;12;ANFOIN;IFC401;c211v;LEC
GGSE;3ie;12;MCNUM;FME202.2V;c213 v;LEC
ABJa;3ie;12;DEDI;IFC302.2-D;;LEC
HRMA;3ie;12;;;;G
GMJO;3ie;12;;;;G
HFP;3ie;12;;;;G
BPJD;3ie;12;;;;RED
FRRa;3ie;12;;;;RED
RZAM;3ie;12;;;;RED
GRMA;3ie;12;;;;RED
FOMB;3ie;12;;;;FCT
ALAN;3ie;12;;;;AAPM
SGSU;3ie;12;;;;P.P.
FAMJ;3ie;12;;;;CHL
MMGE;3ie;12;;;;P.P.
LLLM;3ie;12;;;;P.P.
MMGE;3ie;13;FOLAB;FME301.1V;a10 v;LEC
BMAIs;3ie;13;LEUPR;QUI301.1V;a11v;LEC
PGEl;3ie;13;EIEMP;FME301.2V;a30v;LEC
THAC;3ie;13;AINST;QUI301.2V;a40v;LEC
MCRP;3ie;13;IDSC;ELE402;c101 v;LEC
DGFA;3ie;13;SSMC;IMA302.2V;c104 v;LEC
CAL;3ie;13;SAUTO;FME202.1V;c105 v;LEC
PGM;3ie;13;PRFB;IMA302.1V;c110 v;LEC
MAJM;3ie;13;PIICT;ELE302.2 V;c200 v;LEC
MMD;3ie;13;COIND;ELE303.2V;c204 v;LEC
DPAV;3ie;13;SPOT;ELE303.1V;c205v;LEC
GSJL;3ie;13;IMSOP;IFC301.1V;c206 v;LEC
CAJC;3ie;13;SRINT;IFC301.2V;c207 v;LEC
ARMT;3ie;13;PROGR;IFC302.1V;c208 v;LEC
TCJM;3ie;13;BDATO;IFC303.1-D;C209;LEC
RMDI;3ie;13;AAD;IFC302.2V;c210v;LEC
GGSE;3ie;13;MCNUM;FME202.2V;c213 v;LEC
ABJa;3ie;13;DEDI;IFC302.2-D;;LEC
MGI;3ie;13;;;;G
HRMA;3ie;13;;;;G
HFP;3ie;13;;;;P.P.
GMJO;3ie;13;;;;P.P.
CAE;4ue;1;MAQUI;IMP202.1;A02;LEC
RGRa;4ue;1;EIEMP;ELE304.2;A10;LEC
GMFJa;4ue;1;PRLA;TMV101.1B;A13;LEC
PMAT;4ue;1;MQFB;IMP101.2;A21;LEC
BLLMa;4ue;1;FOLAB;TMV301.1;A34;LEC
ABJL;4ue;1;CEAXV;TMV202.2;A35;LEC
LARO;4ue;1;TBMB;QUI201.2;A40;LEC
BSVA;4ue;1;PFQM;QUI201.1;A41;LEC
HFP;4ue;1;PMDM;IFC302.2-D;AT.TFNO2;LEC
RZSU;4ue;1;ACES;IMP202.2;B01;LEC
MGOl;4ue;1;PEYRE;IMP203.1;B02;LEC
LSMM;4ue;1;COCA;IMP203.2;B03;LEC
AFE;4ue;1;TIINF;ADG201.1;B10;LEC
PZRu;4ue;1;EMPAU;ADG201.2;B11;LEC
MBMS;4ue;1;CIA1;IMP101.1;B12;LEC
GLYo;4ue;1;CONFI;ADG301.2;B20;LEC
NRMP;4ue;1;FOLAB;ADG301.1;B21;LEC
PBA;4ue;1;SANAT;FME203.1;C000 b;LEC
JCSA;4ue;1;MONTA;FME203.2;C001;LEC
GMDa;4ue;1;IRDST;ELE203.1;C101;LEC
DEAl;4ue;1;TPIDA;ELE302.2;C102;LEC
RPFJ;4ue;1;IEINT;ELE202.1;C103;LEC
SGDR;4ue;1;SSMC;IMA302.2;C104;LEC
FCBJ;4ue;1;SHNE;IMA302.1;C106;LEC
GCCR;4ue;1;EIEMP;ELE203.2;C107;LEC
MSJM;4ue;1;TEFA;IMA201.1;C110;LEC
IGJL;4ue;1;ICTVE;ELE202.2;C200;LEC
PACRe;4ue;1;TPIT;ELE304.1;C201;LEC
LLPAd;4ue;1;INFIN;ELE303.1;C203;LEC
MMBE;4ue;1;SCELE;ELE302.1;C204;LEC
RFVM;4ue;1;IAWEB;IFC301.2;C207;LEC
HLOL;4ue;1;SIINF;IFC303.1;C208;LEC
ZCJC;4ue;1;APOFM;IFC201.1;C209;LEC
LCAMa;4ue;1;EIEMP;IFC303.2;C210;LEC
LLLM;4ue;1;APWEB;IFC201.2;C211;LEC
GSGE;4ue;1;FHARW;IFC301.1;C212;LEC
DCAL;4ue;1;MMLA;IMA201.2;C213;LEC
ARAN;4ue;1;TRSUP;TMV301.2;CAR1;LEC
LBAD;4ue;1;AMVB;TMV101.2;CAR1B;LEC
GSA;4ue;1;EESVE;TMV201.2;CAR2;LEC
GRD;4ue;1;EAMOV;TMV201.1;CAR3;LEC
CFJA;4ue;1;EAMOV;TMV201.1;CAR3;LEC
AAIg;4ue;1;MEYS;TMV101.1A;ELV1;LEC
FPLU;4ue;1;MOTOR;TMV202.1;ELV5;LEC
RMJC;4ue;1;MOTOR;TMV202.1;ELV5;LEC
LALU;4ue;1;;;;G
FMCa;4ue;1;;;;G
GGJJ;4ue;1;;;;G
GQJL;4ue;1;;;;G
GRMAm;4ue;1;;;;G
LLAC;4ue;1;;;;G
AMMB;4ue;1;;;;RDP
AOJM;4ue;1;;;;RDP
BMAIs;4ue;1;;;;RDP
MCCA;4ue;1;;;;RDP
RZAM;4ue;1;;;;RDP
RBCR;4ue;1;;;;ApUC
MRJR;4ue;1;;;;P.P.
BDJL;4ue;1;;;;P.P.
SGSU;4ue;1;;;;FCT
CAE;4ue;2;MAQUI;IMP202.1;A02;LEC
RGRa;4ue;2;EIEMP;ELE304.2;A10;LEC
AOJM;4ue;2;COS1;TMV101.1B;A13;LEC
PMAT;4ue;2;TUTA2;IMP101.2;A21;LEC
RZSU;4ue;2;ACES;IMP202.2;A30;LEC
BLLMa;4ue;2;FOLAB;TMV301.1;A34;LEC
MRMA;4ue;2;EIEMP;TMV202.2;A35;LEC
LARO;4ue;2;TBMB;QUI201.2;A40;LEC
BSVA;4ue;2;PFQM;QUI201.1;A41;LEC
HFP;4ue;2;PRSP;IFC302.2-D;AT.TFNO2;LEC
MGOl;4ue;2;PEYRE;IMP203.1;B02;LEC
LSMM;4ue;2;COCA;IMP203.2;B03;LEC
AFE;4ue;2;TIINF;ADG201.1;B10;LEC
PZRu;4ue;2;EMPAU;ADG201.2;B11;LEC
MBMS;4ue;2;CIA1;IMP101.1;B12;LEC
GLYo;4ue;2;CONFI;ADG301.2;B20;LEC
AMMB;4ue;2;INGLE;ADG301.1;B21;LEC
PBA;4ue;2;SANAT;FME203.1;C000 b;LEC
JCSA;4ue;2;MONTA;FME203.2;C001;LEC
GMDa;4ue;2;IRDST;ELE203.1;C101;LEC
DEAl;4ue;2;TPIDA;ELE302.2;C102;LEC
RPFJ;4ue;2;IEINT;ELE202.1;C103;LEC
SGDR;4ue;2;SSMC;IMA302.2;C104;LEC
FCBJ;4ue;2;SHNE;IMA302.1;C106;LEC
MSJM;4ue;2;TEFA;IMA201.1;C110;LEC
IGJL;4ue;2;ICTVE;ELE202.2;C200;LEC
PACRe;4ue;2;TPIT;ELE304.1;C201;LEC
GRMAm;4ue;2;IMSON;ELE203.2;C202;LEC
LLPAd;4ue;2;INFIN;ELE303.1;C203;LEC
MMBE;4ue;2;SCELE;ELE302.1;C204;LEC
RFVM;4ue;2;IAWEB;IFC301.2;C207;LEC
AVMY;4ue;2;LMSGI;IFC303.1;C208;LEC
ZCJC;4ue;2;APOFM;IFC201.1;C209;LEC
ISYO;4ue;2;DWESE;IFC303.2;C210;LEC
LLLM;4ue;2;APWEB;IFC201.2;C211;LEC
GSGE;4ue;2;FHARW;IFC301.1;C212;LEC
DCAL;4ue;2;MMLA;IMA201.2;C213;LEC
ARAN;4ue;2;TRSUP;TMV301.2;CAR1;LEC
LBAD;4ue;2;AMVB;TMV101.2;CAR1B;LEC
GSA;4ue;2;EESVE;TMV201.2;CAR2;LEC
GRD;4ue;2;EAMOV;TMV201.1;CAR3;LEC
CFJA;4ue;2;EAMOV;TMV201.1;CAR3;LEC
AAIg;4ue;2;MEYS;TMV101.1A;ELV1;LEC
FPLU;4ue;2;MOTOR;TMV202.1;ELV5;LEC
RMJC;4ue;2;MOTOR;TMV202.1;ELV5;LEC
FPPA;4ue;2;;;;G
RZAM;4ue;2;;;;G
SGCA;4ue;2;;;;G
CGCR;4ue;2;;;;G
BMAIs;4ue;2;;;;G
LLAC;4ue;2;;;;G
RBCR;4ue;2;;;;FCT
LALU;4ue;2;;;;FCT
VACA;4ue;2;;;;P.P.
ABJL;4ue;2;;;;FCT
RCCM;4ue;2;;;;P.P.
FMCa;4ue;2;;;;P.P.
MAMo;4ue;2;;;;RED
MCCA;4ue;2;;;;FCT
GAAN;4ue;2;;;;P.P.
GGJJ;4ue;2;;;;FCT
GQJL;4ue;2;;;;FCT
CAMP;4ue;2;;;;CHL
NRMP;4ue;2;;;;RED
MRJR;4ue;2;;;;P.P.
HLOL;4ue;2;;;;AAPM
SPMA;4ue;2;;;;FCT
GCCR;4ue;2;;;;UCOORD
GPA;4ue;2;;;;RED
MTSA;4ue;2;;;;RED
PGCA;4ue;2;;;;P.P.
JRIS;4ue;2;;;;P.P.
BDJL;4ue;2;;;;P.P.
SGSU;4ue;2;;;;FCT
ESIS;4ue;2;;;;P.P.
GMFJa;4ue;2;;;;AAPM
LCAMa;4ue;2;;;;J E A
RMVa;4ue;3;TCUA;IMP202.2;A01;LEC
RGRa;4ue;3;EIEMP;ELE302.2;A10;LEC
MTSA;4ue;3;COEB;IMP202.1;A11;LEC
RMJC;4ue;3;SAXMO;TMV202.2;A12;LEC
TRJ;4ue;3;CIA1;TMV101.1B;A13;LEC
RZAM;4ue;3;COS2;IMP101.2;A21;LEC
NRMP;4ue;3;EIEMP;IMA201.2;A30;LEC
GMMA;4ue;3;MTSAX;TMV301.1;A31;LEC
BLLMa;4ue;3;FOLAB;TMV202.1;A35;LEC
LARO;4ue;3;TBMB;QUI201.2;A40;LEC
BSVA;4ue;3;PFQM;QUI201.1;A41;LEC
HFP;4ue;3;PRDAM;IFC302.2-D;AT.TFNO;LEC
MGOl;4ue;3;PEYRE;IMP203.1;B02;LEC
LSMM;4ue;3;COCA;IMP203.2;B03;LEC
GLYo;4ue;3;TCONT;ADG201.1;B10;LEC
LALU;4ue;3;OARHU;ADG201.2;B11;LEC
AOJM;4ue;3;COS1;IMP101.1;B12;LEC
GAAN;4ue;3;SIEM;ADG301.2;B20;LEC
AMMB;4ue;3;INGLE;ADG301.1;B21;LEC
JCSA;4ue;3;MONTA;FME203.2;C001;LEC
GMDa;4ue;3;ELTRO;ELE202.1;C101;LEC
LLMa;4ue;3;SENH;ELE303.1;C102;LEC
PACRe;4ue;3;IEBAS;ELE203.1;C103;LEC
GAPA;4ue;3;INST;IMA302.2;C104;LEC
DEAl;4ue;3;SEEFM;IMA302.1;C106;LEC
MRJR;4ue;3;SEEFM;IMA302.1;C106;LEC
SGCA;4ue;3;IGRAF;FME203.1;C107;LEC
DCAL;4ue;3;IGRAF;FME203.1;C107;LEC
MSJM;4ue;3;TEFA;IMA201.1;C110;LEC
MMBE;4ue;3;ISFOT;ELE202.2;C200;LEC
BDJL;4ue;3;SIRA;ELE304.2;C201;LEC
GRMAm;4ue;3;IMSON;ELE203.2;C202;LEC
GPA;4ue;3;ESTC;ELE304.1;C203;LEC
BMAIs;4ue;3;LEUPR;ELE302.1;C204;LEC
HLOL;4ue;3;ASOPE;IFC301.2;C207;LEC
AVMY;4ue;3;LMSGI;IFC303.1;C208;LEC
FMCa;4ue;3;RLOCA;IFC201.1;C209;LEC
LLLM;4ue;3;RLOCA;IFC201.1;C209;LEC
ISYO;4ue;3;DWESE;IFC303.2;C210;LEC
VACA;4ue;3;EIEMP;IFC201.2;C211;LEC
GSGE;4ue;3;FHARW;IFC301.1;C212;LEC
ARAN;4ue;3;TRSUP;TMV301.2;CAR1;LEC
LBAD;4ue;3;AMVB;TMV101.2;CAR1B;LEC
GSA;4ue;3;EESVE;TMV201.2;CAR2;LEC
FPPA;4ue;3;MECBA;TMV201.1;CAR3;LEC
AAIg;4ue;3;MEYS;TMV101.1A;ELV1;LEC
FCBJ;4ue;3;;;;G
ZCJC;4ue;3;;;;G
RPFJ;4ue;3;;;;G
LFTE;4ue;3;;;;G
JRIS;4ue;3;;;;G
PMAT;4ue;3;;;;G
PBA;4ue;3;;;;G
RBCR;4ue;3;;;;FCT
PZRu;4ue;3;;;;P.P.
MBMS;4ue;3;;;;P.P.
ABJL;4ue;3;;;;FCT
RCCM;4ue;3;;;;P.P.
MDAn;4ue;3;;;;P.P.
MAMo;4ue;3;;;;P.P.
MCCA;4ue;3;;;;FCT
GGJJ;4ue;3;;;;FCT
GQJL;4ue;3;;;;FCT
CAMP;4ue;3;;;;RED
FPLU;4ue;3;;;;AAPM
LLPAd;4ue;3;;;;P.P.
CAE;4ue;3;;;;P.P.
GRD;4ue;3;;;;AAPM
SBAL;4ue;3;;;;P.P.
MRMA;4ue;3;;;;P.P.
SPMA;4ue;3;;;;FCT
CGCR;4ue;3;;;;P.P.
GCCR;4ue;3;;;;UCOORD
ABJa;4ue;3;;;;RED
PGCA;4ue;3;;;;P.P.
RZSU;4ue;3;;;;P.P.
SGDR;4ue;3;;;;FCT
FMGE;4ue;3;;;;RED
IGJL;4ue;3;;;;AJD
SGSU;4ue;3;;;;FCT
RFVM;4ue;3;;;;P.P.
GMFJa;4ue;3;;;;RED
ESIS;4ue;3;;;;P.P.
BBNO;4ue;3;;;;FCT
CFJA;4ue;3;;;;AAPM
AFE;4ue;3;;;;AAPM
LLAC;4ue;3;;;;FCT
RMVa;4ue;4;TCUA;IMP202.2;A01;LEC
RGRa;4ue;4;EIEMP;ELE302.2;A10;LEC
CAMP;4ue;4;ICHS;IMP203.1;A11;LEC
MBMS;4ue;4;CIA2;TMV101.2;A12;LEC
AAIg;4ue;4;PRLA;TMV101.1A;A13;LEC
RZAM;4ue;4;COS2;IMP101.2;A21;LEC
GSA;4ue;4;SESGC;TMV301.1;A30;LEC
NRMP;4ue;4;EIEMP;IMP203.2;A31;LEC
ESIS;4ue;4;CFSDI;TMV202.1;A34;LEC
CFJA;4ue;4;CFSDI;TMV202.1;A34;LEC
